cheeses_ID,wedding_ID,MAX_SCORE,MAX_MATCH_PERCENTAGE
Acorn,white - Moscato,23,0.66
Acorn,white - Pinot Grigio,21,0.6
Acorn,white - Riesling,23,0.66
Acorn,white - Sauvignon Blanc,23,0.66
Acorn,white - Vermentino,20,0.57
Acorn,white - Viognier,23,0.66
Adelost,port - Gouveio,22,0.63
Adelost,port - Malvasia Fina,22,0.63
Adelost,port - Sousão,28,0.8
Adelost,port - Tempranillo,23,0.66
Adelost,port - Tinta Amarela,23,0.66
Adelost,port - Tinta Barroca,28,0.8
Adelost,port - Tinta Cão,28,0.8
Adelost,port - Touriga Franca,23,0.66
Adelost,port - Touriga Nacional,28,0.8
Adelost,port - Viosinho,22,0.63
Adelost,red - Cabernet Sauvignon,30,0.86
Adelost,red - Carménère,22,0.63
Adelost,red - Malbec,28,0.8
Adelost,red - Merlot,30,0.86
Adelost,red - Pinot Noir,23,0.66
Adelost,red - Shiraz,28,0.8
Adelost,red - Tempranillo,21,0.6
Adelost,rosé - Cinsault,20,0.57
Adelost,rosé - Grenache,23,0.66
Adelost,rosé - Malbec,28,0.8
Adelost,rosé - Merlot,23,0.66
Adelost,rosé - Mourvèdre,22,0.63
Adelost,rosé - Pinot Noir,28,0.8
Adelost,rosé - Sangiovese,22,0.63
Adelost,rosé - Shiraz,25,0.71
Adelost,rosé - Tempranillo,28,0.8
Adelost,white - Albariño,28,0.8
Adelost,white - Chardonnay,30,0.86
Adelost,white - Chenin Blanc,28,0.8
Adelost,white - Gewürztraminer,22,0.63
Adelost,white - Moscato,23,0.66
Adelost,white - Pinot Grigio,23,0.66
Adelost,white - Riesling,22,0.63
Adelost,white - Sauvignon Blanc,22,0.63
Adelost,white - Vermentino,28,0.8
Adelost,white - Viognier,23,0.66
Affidelice au Chablis,port - Gouveio,24,0.69
Affidelice au Chablis,port - Malvasia Fina,24,0.69
Affidelice au Chablis,port - Sousão,21,0.6
Affidelice au Chablis,port - Tempranillo,29,0.83
Affidelice au Chablis,port - Tinta Amarela,29,0.83
Affidelice au Chablis,port - Tinta Barroca,21,0.6
Affidelice au Chablis,port - Tinta Cão,21,0.6
Affidelice au Chablis,port - Touriga Franca,29,0.83
Affidelice au Chablis,port - Touriga Nacional,21,0.6
Affidelice au Chablis,port - Viosinho,24,0.69
Affidelice au Chablis,red - Cabernet Sauvignon,23,0.66
Affidelice au Chablis,red - Carménère,22,0.63
Affidelice au Chablis,red - Malbec,21,0.6
Affidelice au Chablis,red - Merlot,23,0.66
Affidelice au Chablis,red - Pinot Noir,29,0.83
Affidelice au Chablis,red - Shiraz,22,0.63
Affidelice au Chablis,red - Tempranillo,21,0.6
Affidelice au Chablis,rosé - Cinsault,24,0.69
Affidelice au Chablis,rosé - Grenache,29,0.83
Affidelice au Chablis,rosé - Malbec,21,0.6
Affidelice au Chablis,rosé - Merlot,29,0.83
Affidelice au Chablis,rosé - Mourvèdre,22,0.63
Affidelice au Chablis,rosé - Pinot Noir,22,0.63
Affidelice au Chablis,rosé - Sangiovese,22,0.63
Affidelice au Chablis,rosé - Shiraz,22,0.63
Affidelice au Chablis,rosé - Tempranillo,22,0.63
Affidelice au Chablis,white - Albariño,21,0.6
Affidelice au Chablis,white - Chardonnay,23,0.66
Affidelice au Chablis,white - Chenin Blanc,24,0.69
Affidelice au Chablis,white - Gewürztraminer,24,0.69
Affidelice au Chablis,white - Moscato,29,0.83
Affidelice au Chablis,white - Pinot Grigio,29,0.83
Affidelice au Chablis,white - Riesling,24,0.69
Affidelice au Chablis,white - Sauvignon Blanc,24,0.69
Affidelice au Chablis,white - Vermentino,24,0.69
Affidelice au Chablis,white - Viognier,29,0.83
Affineur Walo Rotwein Sennechäs,port - Gouveio,22,0.63
Affineur Walo Rotwein Sennechäs,port - Malvasia Fina,22,0.63
Affineur Walo Rotwein Sennechäs,port - Sousão,23,0.66
Affineur Walo Rotwein Sennechäs,port - Tempranillo,24,0.69
Affineur Walo Rotwein Sennechäs,port - Tinta Amarela,24,0.69
Affineur Walo Rotwein Sennechäs,port - Tinta Barroca,23,0.66
Affineur Walo Rotwein Sennechäs,port - Tinta Cão,23,0.66
Affineur Walo Rotwein Sennechäs,port - Touriga Franca,23,0.66
Affineur Walo Rotwein Sennechäs,port - Touriga Nacional,23,0.66
Affineur Walo Rotwein Sennechäs,port - Viosinho,22,0.63
Affineur Walo Rotwein Sennechäs,red - Cabernet Sauvignon,24,0.69
Affineur Walo Rotwein Sennechäs,red - Carménère,27,0.77
Affineur Walo Rotwein Sennechäs,red - Malbec,23,0.66
Affineur Walo Rotwein Sennechäs,red - Merlot,26,0.74
Affineur Walo Rotwein Sennechäs,red - Pinot Noir,24,0.69
Affineur Walo Rotwein Sennechäs,red - Shiraz,23,0.66
Affineur Walo Rotwein Sennechäs,red - Tempranillo,21,0.6
Affineur Walo Rotwein Sennechäs,rosé - Cinsault,22,0.63
Affineur Walo Rotwein Sennechäs,rosé - Grenache,24,0.69
Affineur Walo Rotwein Sennechäs,rosé - Malbec,23,0.66
Affineur Walo Rotwein Sennechäs,rosé - Merlot,24,0.69
Affineur Walo Rotwein Sennechäs,rosé - Mourvèdre,25,0.71
Affineur Walo Rotwein Sennechäs,rosé - Pinot Noir,24,0.69
Affineur Walo Rotwein Sennechäs,rosé - Sangiovese,24,0.69
Affineur Walo Rotwein Sennechäs,rosé - Shiraz,27,0.77
Affineur Walo Rotwein Sennechäs,rosé - Tempranillo,27,0.77
Affineur Walo Rotwein Sennechäs,white - Albariño,23,0.66
Affineur Walo Rotwein Sennechäs,white - Chardonnay,25,0.71
Affineur Walo Rotwein Sennechäs,white - Chenin Blanc,24,0.69
Affineur Walo Rotwein Sennechäs,white - Gewürztraminer,22,0.63
Affineur Walo Rotwein Sennechäs,white - Moscato,24,0.69
Affineur Walo Rotwein Sennechäs,white - Pinot Grigio,23,0.66
Affineur Walo Rotwein Sennechäs,white - Riesling,24,0.69
Affineur Walo Rotwein Sennechäs,white - Sauvignon Blanc,24,0.69
Affineur Walo Rotwein Sennechäs,white - Vermentino,23,0.66
Affineur Walo Rotwein Sennechäs,white - Viognier,27,0.77
Afuega'l Pitu,port - Gouveio,23,0.66
Afuega'l Pitu,port - Malvasia Fina,23,0.66
Afuega'l Pitu,port - Sousão,24,0.69
Afuega'l Pitu,port - Tempranillo,26,0.74
Afuega'l Pitu,port - Tinta Amarela,26,0.74
Afuega'l Pitu,port - Tinta Barroca,24,0.69
Afuega'l Pitu,port - Tinta Cão,24,0.69
Afuega'l Pitu,port - Touriga Franca,26,0.74
Afuega'l Pitu,port - Touriga Nacional,24,0.69
Afuega'l Pitu,port - Viosinho,23,0.66
Afuega'l Pitu,red - Cabernet Sauvignon,25,0.71
Afuega'l Pitu,red - Carménère,25,0.71
Afuega'l Pitu,red - Malbec,24,0.69
Afuega'l Pitu,red - Merlot,25,0.71
Afuega'l Pitu,red - Pinot Noir,26,0.74
Afuega'l Pitu,red - Shiraz,24,0.69
Afuega'l Pitu,red - Tempranillo,22,0.63
Afuega'l Pitu,rosé - Cinsault,23,0.66
Afuega'l Pitu,rosé - Grenache,26,0.74
Afuega'l Pitu,rosé - Malbec,24,0.69
Afuega'l Pitu,rosé - Merlot,26,0.74
Afuega'l Pitu,rosé - Mourvèdre,23,0.66
Afuega'l Pitu,rosé - Pinot Noir,25,0.71
Afuega'l Pitu,rosé - Sangiovese,25,0.71
Afuega'l Pitu,rosé - Shiraz,25,0.71
Afuega'l Pitu,rosé - Tempranillo,25,0.71
Afuega'l Pitu,white - Albariño,24,0.69
Afuega'l Pitu,white - Chardonnay,25,0.71
Afuega'l Pitu,white - Chenin Blanc,25,0.71
Afuega'l Pitu,white - Gewürztraminer,23,0.66
Afuega'l Pitu,white - Moscato,26,0.74
Afuega'l Pitu,white - Pinot Grigio,26,0.74
Afuega'l Pitu,white - Riesling,23,0.66
Afuega'l Pitu,white - Sauvignon Blanc,23,0.66
Afuega'l Pitu,white - Vermentino,24,0.69
Afuega'l Pitu,white - Viognier,26,0.74
Aged British Cheddar,port - Gouveio,20,0.57
Aged British Cheddar,port - Malvasia Fina,20,0.57
Aged British Cheddar,port - Sousão,21,0.6
Aged British Cheddar,port - Tempranillo,22,0.63
Aged British Cheddar,port - Tinta Amarela,22,0.63
Aged British Cheddar,port - Tinta Barroca,21,0.6
Aged British Cheddar,port - Tinta Cão,21,0.6
Aged British Cheddar,port - Touriga Franca,21,0.6
Aged British Cheddar,port - Touriga Nacional,21,0.6
Aged British Cheddar,port - Viosinho,20,0.57
Aged British Cheddar,red - Cabernet Sauvignon,23,0.66
Aged British Cheddar,red - Carménère,22,0.63
Aged British Cheddar,red - Malbec,23,0.66
Aged British Cheddar,red - Merlot,23,0.66
Aged British Cheddar,red - Pinot Noir,22,0.63
Aged British Cheddar,red - Shiraz,27,0.77
Aged British Cheddar,red - Tempranillo,23,0.66
Aged British Cheddar,rosé - Cinsault,20,0.57
Aged British Cheddar,rosé - Grenache,22,0.63
Aged British Cheddar,rosé - Malbec,21,0.6
Aged British Cheddar,rosé - Merlot,23,0.66
Aged British Cheddar,rosé - Mourvèdre,26,0.74
Aged British Cheddar,rosé - Pinot Noir,22,0.63
Aged British Cheddar,rosé - Sangiovese,24,0.69
Aged British Cheddar,rosé - Shiraz,22,0.63
Aged British Cheddar,rosé - Tempranillo,24,0.69
Aged British Cheddar,white - Albariño,24,0.69
Aged British Cheddar,white - Chardonnay,26,0.74
Aged British Cheddar,white - Chenin Blanc,27,0.77
Aged British Cheddar,white - Gewürztraminer,20,0.57
Aged British Cheddar,white - Moscato,22,0.63
Aged British Cheddar,white - Pinot Grigio,21,0.6
Aged British Cheddar,white - Riesling,22,0.63
Aged British Cheddar,white - Sauvignon Blanc,22,0.63
Aged British Cheddar,white - Vermentino,21,0.6
Aged British Cheddar,white - Viognier,22,0.63
Aged Cashew & Blue Green Algae Cheese,port - Gouveio,21,0.6
Aged Cashew & Blue Green Algae Cheese,port - Malvasia Fina,21,0.6
Aged Cashew & Blue Green Algae Cheese,port - Sousão,20,0.57
Aged Cashew & Blue Green Algae Cheese,port - Tempranillo,25,0.71
Aged Cashew & Blue Green Algae Cheese,port - Tinta Amarela,25,0.71
Aged Cashew & Blue Green Algae Cheese,port - Tinta Barroca,20,0.57
Aged Cashew & Blue Green Algae Cheese,port - Tinta Cão,20,0.57
Aged Cashew & Blue Green Algae Cheese,port - Touriga Franca,24,0.69
Aged Cashew & Blue Green Algae Cheese,port - Touriga Nacional,20,0.57
Aged Cashew & Blue Green Algae Cheese,port - Viosinho,21,0.6
Aged Cashew & Blue Green Algae Cheese,red - Cabernet Sauvignon,25,0.71
Aged Cashew & Blue Green Algae Cheese,red - Carménère,25,0.71
Aged Cashew & Blue Green Algae Cheese,red - Malbec,20,0.57
Aged Cashew & Blue Green Algae Cheese,red - Merlot,25,0.71
Aged Cashew & Blue Green Algae Cheese,red - Pinot Noir,25,0.71
Aged Cashew & Blue Green Algae Cheese,red - Shiraz,23,0.66
Aged Cashew & Blue Green Algae Cheese,red - Tempranillo,20,0.57
Aged Cashew & Blue Green Algae Cheese,rosé - Cinsault,23,0.66
Aged Cashew & Blue Green Algae Cheese,rosé - Grenache,25,0.71
Aged Cashew & Blue Green Algae Cheese,rosé - Malbec,20,0.57
Aged Cashew & Blue Green Algae Cheese,rosé - Merlot,25,0.71
Aged Cashew & Blue Green Algae Cheese,rosé - Mourvèdre,21,0.6
Aged Cashew & Blue Green Algae Cheese,rosé - Pinot Noir,25,0.71
Aged Cashew & Blue Green Algae Cheese,rosé - Sangiovese,25,0.71
Aged Cashew & Blue Green Algae Cheese,rosé - Shiraz,25,0.71
Aged Cashew & Blue Green Algae Cheese,rosé - Tempranillo,25,0.71
Aged Cashew & Blue Green Algae Cheese,white - Albariño,21,0.6
Aged Cashew & Blue Green Algae Cheese,white - Chardonnay,25,0.71
Aged Cashew & Blue Green Algae Cheese,white - Chenin Blanc,25,0.71
Aged Cashew & Blue Green Algae Cheese,white - Gewürztraminer,21,0.6
Aged Cashew & Blue Green Algae Cheese,white - Moscato,25,0.71
Aged Cashew & Blue Green Algae Cheese,white - Pinot Grigio,24,0.69
Aged Cashew & Blue Green Algae Cheese,white - Riesling,25,0.71
Aged Cashew & Blue Green Algae Cheese,white - Sauvignon Blanc,25,0.71
Aged Cashew & Blue Green Algae Cheese,white - Vermentino,23,0.66
Aged Cashew & Blue Green Algae Cheese,white - Viognier,25,0.71
Aged Cashew & Brazil Nut Cheese,port - Gouveio,22,0.63
Aged Cashew & Brazil Nut Cheese,port - Malvasia Fina,22,0.63
Aged Cashew & Brazil Nut Cheese,port - Sousão,19,0.54
Aged Cashew & Brazil Nut Cheese,port - Tempranillo,26,0.74
Aged Cashew & Brazil Nut Cheese,port - Tinta Amarela,26,0.74
Aged Cashew & Brazil Nut Cheese,port - Tinta Barroca,19,0.54
Aged Cashew & Brazil Nut Cheese,port - Tinta Cão,19,0.54
Aged Cashew & Brazil Nut Cheese,port - Touriga Franca,25,0.71
Aged Cashew & Brazil Nut Cheese,port - Touriga Nacional,19,0.54
Aged Cashew & Brazil Nut Cheese,port - Viosinho,22,0.63
Aged Cashew & Brazil Nut Cheese,red - Cabernet Sauvignon,26,0.74
Aged Cashew & Brazil Nut Cheese,red - Carménère,28,0.8
Aged Cashew & Brazil Nut Cheese,red - Malbec,19,0.54
Aged Cashew & Brazil Nut Cheese,red - Merlot,26,0.74
Aged Cashew & Brazil Nut Cheese,red - Pinot Noir,26,0.74
Aged Cashew & Brazil Nut Cheese,red - Shiraz,22,0.63
Aged Cashew & Brazil Nut Cheese,red - Tempranillo,19,0.54
Aged Cashew & Brazil Nut Cheese,rosé - Cinsault,24,0.69
Aged Cashew & Brazil Nut Cheese,rosé - Grenache,26,0.74
Aged Cashew & Brazil Nut Cheese,rosé - Malbec,19,0.54
Aged Cashew & Brazil Nut Cheese,rosé - Merlot,26,0.74
Aged Cashew & Brazil Nut Cheese,rosé - Mourvèdre,22,0.63
Aged Cashew & Brazil Nut Cheese,rosé - Pinot Noir,26,0.74
Aged Cashew & Brazil Nut Cheese,rosé - Sangiovese,26,0.74
Aged Cashew & Brazil Nut Cheese,rosé - Shiraz,28,0.8
Aged Cashew & Brazil Nut Cheese,rosé - Tempranillo,28,0.8
Aged Cashew & Brazil Nut Cheese,white - Albariño,22,0.63
Aged Cashew & Brazil Nut Cheese,white - Chardonnay,26,0.74
Aged Cashew & Brazil Nut Cheese,white - Chenin Blanc,26,0.74
Aged Cashew & Brazil Nut Cheese,white - Gewürztraminer,22,0.63
Aged Cashew & Brazil Nut Cheese,white - Moscato,26,0.74
Aged Cashew & Brazil Nut Cheese,white - Pinot Grigio,25,0.71
Aged Cashew & Brazil Nut Cheese,white - Riesling,24,0.69
Aged Cashew & Brazil Nut Cheese,white - Sauvignon Blanc,24,0.69
Aged Cashew & Brazil Nut Cheese,white - Vermentino,22,0.63
Aged Cashew & Brazil Nut Cheese,white - Viognier,28,0.8
Aged Cashew & Dulse Cheese,port - Gouveio,23,0.66
Aged Cashew & Dulse Cheese,port - Malvasia Fina,23,0.66
Aged Cashew & Dulse Cheese,port - Sousão,22,0.63
Aged Cashew & Dulse Cheese,port - Tempranillo,27,0.77
Aged Cashew & Dulse Cheese,port - Tinta Amarela,27,0.77
Aged Cashew & Dulse Cheese,port - Tinta Barroca,22,0.63
Aged Cashew & Dulse Cheese,port - Tinta Cão,22,0.63
Aged Cashew & Dulse Cheese,port - Touriga Franca,24,0.69
Aged Cashew & Dulse Cheese,port - Touriga Nacional,22,0.63
Aged Cashew & Dulse Cheese,port - Viosinho,23,0.66
Aged Cashew & Dulse Cheese,red - Cabernet Sauvignon,27,0.77
Aged Cashew & Dulse Cheese,red - Carménère,27,0.77
Aged Cashew & Dulse Cheese,red - Malbec,22,0.63
Aged Cashew & Dulse Cheese,red - Merlot,27,0.77
Aged Cashew & Dulse Cheese,red - Pinot Noir,27,0.77
Aged Cashew & Dulse Cheese,red - Shiraz,25,0.71
Aged Cashew & Dulse Cheese,red - Tempranillo,22,0.63
Aged Cashew & Dulse Cheese,rosé - Cinsault,23,0.66
Aged Cashew & Dulse Cheese,rosé - Grenache,27,0.77
Aged Cashew & Dulse Cheese,rosé - Malbec,22,0.63
Aged Cashew & Dulse Cheese,rosé - Merlot,27,0.77
Aged Cashew & Dulse Cheese,rosé - Mourvèdre,23,0.66
Aged Cashew & Dulse Cheese,rosé - Pinot Noir,27,0.77
Aged Cashew & Dulse Cheese,rosé - Sangiovese,27,0.77
Aged Cashew & Dulse Cheese,rosé - Shiraz,27,0.77
Aged Cashew & Dulse Cheese,rosé - Tempranillo,27,0.77
Aged Cashew & Dulse Cheese,white - Albariño,23,0.66
Aged Cashew & Dulse Cheese,white - Chardonnay,27,0.77
Aged Cashew & Dulse Cheese,white - Chenin Blanc,27,0.77
Aged Cashew & Dulse Cheese,white - Gewürztraminer,23,0.66
Aged Cashew & Dulse Cheese,white - Moscato,27,0.77
Aged Cashew & Dulse Cheese,white - Pinot Grigio,24,0.69
Aged Cashew & Dulse Cheese,white - Riesling,27,0.77
Aged Cashew & Dulse Cheese,white - Sauvignon Blanc,27,0.77
Aged Cashew & Dulse Cheese,white - Vermentino,23,0.66
Aged Cashew & Dulse Cheese,white - Viognier,27,0.77
Aged Cashew & Hemp Seed Cheese,port - Gouveio,21,0.6
Aged Cashew & Hemp Seed Cheese,port - Malvasia Fina,21,0.6
Aged Cashew & Hemp Seed Cheese,port - Sousão,20,0.57
Aged Cashew & Hemp Seed Cheese,port - Tempranillo,25,0.71
Aged Cashew & Hemp Seed Cheese,port - Tinta Amarela,25,0.71
Aged Cashew & Hemp Seed Cheese,port - Tinta Barroca,20,0.57
Aged Cashew & Hemp Seed Cheese,port - Tinta Cão,20,0.57
Aged Cashew & Hemp Seed Cheese,port - Touriga Franca,24,0.69
Aged Cashew & Hemp Seed Cheese,port - Touriga Nacional,20,0.57
Aged Cashew & Hemp Seed Cheese,port - Viosinho,21,0.6
Aged Cashew & Hemp Seed Cheese,red - Cabernet Sauvignon,25,0.71
Aged Cashew & Hemp Seed Cheese,red - Carménère,25,0.71
Aged Cashew & Hemp Seed Cheese,red - Malbec,20,0.57
Aged Cashew & Hemp Seed Cheese,red - Merlot,25,0.71
Aged Cashew & Hemp Seed Cheese,red - Pinot Noir,25,0.71
Aged Cashew & Hemp Seed Cheese,red - Shiraz,21,0.6
Aged Cashew & Hemp Seed Cheese,red - Tempranillo,18,0.51
Aged Cashew & Hemp Seed Cheese,rosé - Cinsault,23,0.66
Aged Cashew & Hemp Seed Cheese,rosé - Grenache,25,0.71
Aged Cashew & Hemp Seed Cheese,rosé - Malbec,20,0.57
Aged Cashew & Hemp Seed Cheese,rosé - Merlot,25,0.71
Aged Cashew & Hemp Seed Cheese,rosé - Mourvèdre,21,0.6
Aged Cashew & Hemp Seed Cheese,rosé - Pinot Noir,25,0.71
Aged Cashew & Hemp Seed Cheese,rosé - Sangiovese,25,0.71
Aged Cashew & Hemp Seed Cheese,rosé - Shiraz,25,0.71
Aged Cashew & Hemp Seed Cheese,rosé - Tempranillo,25,0.71
Aged Cashew & Hemp Seed Cheese,white - Albariño,21,0.6
Aged Cashew & Hemp Seed Cheese,white - Chardonnay,25,0.71
Aged Cashew & Hemp Seed Cheese,white - Chenin Blanc,25,0.71
Aged Cashew & Hemp Seed Cheese,white - Gewürztraminer,21,0.6
Aged Cashew & Hemp Seed Cheese,white - Moscato,25,0.71
Aged Cashew & Hemp Seed Cheese,white - Pinot Grigio,24,0.69
Aged Cashew & Hemp Seed Cheese,white - Riesling,23,0.66
Aged Cashew & Hemp Seed Cheese,white - Sauvignon Blanc,23,0.66
Aged Cashew & Hemp Seed Cheese,white - Vermentino,23,0.66
Aged Cashew & Hemp Seed Cheese,white - Viognier,25,0.71
Aged Cashew Nut & Kale Cheese,port - Gouveio,22,0.63
Aged Cashew Nut & Kale Cheese,port - Malvasia Fina,22,0.63
Aged Cashew Nut & Kale Cheese,port - Sousão,21,0.6
Aged Cashew Nut & Kale Cheese,port - Tempranillo,26,0.74
Aged Cashew Nut & Kale Cheese,port - Tinta Amarela,26,0.74
Aged Cashew Nut & Kale Cheese,port - Tinta Barroca,21,0.6
Aged Cashew Nut & Kale Cheese,port - Tinta Cão,21,0.6
Aged Cashew Nut & Kale Cheese,port - Touriga Franca,23,0.66
Aged Cashew Nut & Kale Cheese,port - Touriga Nacional,21,0.6
Aged Cashew Nut & Kale Cheese,port - Viosinho,22,0.63
Aged Cashew Nut & Kale Cheese,red - Cabernet Sauvignon,26,0.74
Aged Cashew Nut & Kale Cheese,red - Carménère,26,0.74
Aged Cashew Nut & Kale Cheese,red - Malbec,21,0.6
Aged Cashew Nut & Kale Cheese,red - Merlot,26,0.74
Aged Cashew Nut & Kale Cheese,red - Pinot Noir,26,0.74
Aged Cashew Nut & Kale Cheese,red - Shiraz,24,0.69
Aged Cashew Nut & Kale Cheese,red - Tempranillo,21,0.6
Aged Cashew Nut & Kale Cheese,rosé - Cinsault,22,0.63
Aged Cashew Nut & Kale Cheese,rosé - Grenache,26,0.74
Aged Cashew Nut & Kale Cheese,rosé - Malbec,21,0.6
Aged Cashew Nut & Kale Cheese,rosé - Merlot,26,0.74
Aged Cashew Nut & Kale Cheese,rosé - Mourvèdre,22,0.63
Aged Cashew Nut & Kale Cheese,rosé - Pinot Noir,26,0.74
Aged Cashew Nut & Kale Cheese,rosé - Sangiovese,26,0.74
Aged Cashew Nut & Kale Cheese,rosé - Shiraz,26,0.74
Aged Cashew Nut & Kale Cheese,rosé - Tempranillo,26,0.74
Aged Cashew Nut & Kale Cheese,white - Albariño,22,0.63
Aged Cashew Nut & Kale Cheese,white - Chardonnay,26,0.74
Aged Cashew Nut & Kale Cheese,white - Chenin Blanc,26,0.74
Aged Cashew Nut & Kale Cheese,white - Gewürztraminer,22,0.63
Aged Cashew Nut & Kale Cheese,white - Moscato,26,0.74
Aged Cashew Nut & Kale Cheese,white - Pinot Grigio,23,0.66
Aged Cashew Nut & Kale Cheese,white - Riesling,26,0.74
Aged Cashew Nut & Kale Cheese,white - Sauvignon Blanc,26,0.74
Aged Cashew Nut & Kale Cheese,white - Vermentino,22,0.63
Aged Cashew Nut & Kale Cheese,white - Viognier,26,0.74
Aged Cashew Nut Cheese,port - Gouveio,22,0.63
Aged Cashew Nut Cheese,port - Malvasia Fina,22,0.63
Aged Cashew Nut Cheese,port - Sousão,19,0.54
Aged Cashew Nut Cheese,port - Tempranillo,26,0.74
Aged Cashew Nut Cheese,port - Tinta Amarela,26,0.74
Aged Cashew Nut Cheese,port - Tinta Barroca,19,0.54
Aged Cashew Nut Cheese,port - Tinta Cão,19,0.54
Aged Cashew Nut Cheese,port - Touriga Franca,25,0.71
Aged Cashew Nut Cheese,port - Touriga Nacional,19,0.54
Aged Cashew Nut Cheese,port - Viosinho,22,0.63
Aged Cashew Nut Cheese,red - Cabernet Sauvignon,26,0.74
Aged Cashew Nut Cheese,red - Carménère,26,0.74
Aged Cashew Nut Cheese,red - Malbec,19,0.54
Aged Cashew Nut Cheese,red - Merlot,26,0.74
Aged Cashew Nut Cheese,red - Pinot Noir,26,0.74
Aged Cashew Nut Cheese,red - Shiraz,22,0.63
Aged Cashew Nut Cheese,red - Tempranillo,19,0.54
Aged Cashew Nut Cheese,rosé - Cinsault,24,0.69
Aged Cashew Nut Cheese,rosé - Grenache,26,0.74
Aged Cashew Nut Cheese,rosé - Malbec,19,0.54
Aged Cashew Nut Cheese,rosé - Merlot,26,0.74
Aged Cashew Nut Cheese,rosé - Mourvèdre,22,0.63
Aged Cashew Nut Cheese,rosé - Pinot Noir,26,0.74
Aged Cashew Nut Cheese,rosé - Sangiovese,26,0.74
Aged Cashew Nut Cheese,rosé - Shiraz,26,0.74
Aged Cashew Nut Cheese,rosé - Tempranillo,26,0.74
Aged Cashew Nut Cheese,white - Albariño,22,0.63
Aged Cashew Nut Cheese,white - Chardonnay,26,0.74
Aged Cashew Nut Cheese,white - Chenin Blanc,26,0.74
Aged Cashew Nut Cheese,white - Gewürztraminer,22,0.63
Aged Cashew Nut Cheese,white - Moscato,26,0.74
Aged Cashew Nut Cheese,white - Pinot Grigio,25,0.71
Aged Cashew Nut Cheese,white - Riesling,24,0.69
Aged Cashew Nut Cheese,white - Sauvignon Blanc,24,0.69
Aged Cashew Nut Cheese,white - Vermentino,24,0.69
Aged Cashew Nut Cheese,white - Viognier,26,0.74
Aged Cheddar,port - Gouveio,22,0.63
Aged Cheddar,port - Malvasia Fina,22,0.63
Aged Cheddar,port - Sousão,23,0.66
Aged Cheddar,port - Tempranillo,23,0.66
Aged Cheddar,port - Tinta Amarela,23,0.66
Aged Cheddar,port - Tinta Barroca,23,0.66
Aged Cheddar,port - Tinta Cão,23,0.66
Aged Cheddar,port - Touriga Franca,23,0.66
Aged Cheddar,port - Touriga Nacional,23,0.66
